Continente,Localidae,Fluxo Comercial,Mercadoria,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Asia,"Korea, Republic of",Export,Fish,288219,234701,245086,237230,217045,226507,220146,272794,323926,409920,561274,428508,476229,429935,441764,400625
Asia,"Korea, Republic of",Import,Crustaceans,46393,58895,87014,92641,114890,105970,129457,131839,111389,106184,101268,109669,107320,94630,101776,126751
Asia,"Korea, Republic of",Import,Fish,544997,813910,890846,924117,899330,877237,941218,969756,765069,781216,823589,892134,834079,807391,860863,891475
Asia,Kuwait,Export,Crustaceans,510,403,460,315,199,97,254,138,275,204,107,67,50,65,1,71
Asia,Kuwait,Export,Fish,0,48,27,138,26,41,681,209,300,568,427,245,188,213,6,172
Asia,Kuwait,Import,Crustaceans,440,359,482,1168,832,853,1441,2117,1853,1887,3274,3669,3367,4077,5416,5896
Asia,Kuwait,Import,Fish,10509,10128,9563,12987,11484,14245,17169,19911,19124,28794,22094,23110,32143,26109,28995,32801
Asia,Kyrgyzstan,Export,Crustaceans,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0
Asia,Kyrgyzstan,Export,Fish,52,0,0,0,34,0,11,235,346,156,71,1,0,0,0,29
Asia,Kyrgyzstan,Import,Crustaceans,2,0,0,5,7,14,22,25,15,63,13,19,23,24,33,3
Asia,Kyrgyzstan,Import,Fish,3253,2662,3156,4558,4846,5095,6416,8697,8819,7253,7726,8640,9949,10120,11075,7062
Asia,Lao People's Dem. Rep.,Export,Crustaceans,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,4
Asia,Lao People's Dem. Rep.,Export,Fish,3,27,1,19,10,0,1,0,1,2,6,5,0,0,0,2
Asia,Lao People's Dem. Rep.,Import,Crustaceans,242,183,214,245,22,126,114,27,73,19,18,25,67,101,146,218
Asia,Lao People's Dem. Rep.,Import,Fish,2251,2646,2185,2555,2554,2619,2263,2518,2380,2243,2519,2986,2967,2892,3581,4622
Asia,Lebanon,Export,Crustaceans,1,2,2,1,7,2,2,2,8,21,6,16,21,25,9,10
Asia,Lebanon,Export,Fish,36,35,76,182,128,164,222,424,709,1127,369,442,430,516,656,663
Asia,Lebanon,Import,Crustaceans,521,764,836,997,1163,1242,1100,1502,1619,2270,2299,2668,2437,1985,2823,2633
Asia,Lebanon,Import,Fish,12817,17988,14427,15874,19694,18147,20444,20033,20357,23768,25686,24678,24986,27734,29821,27286
Asia,Malaysia,Export,Crustaceans,19697,26631,45016,30175,66122,72252,65402,74869,75202,69256,87788,87960,69805,58607,58663,46384
Asia,Malaysia,Export,Fish,36882,40425,65467,59354,105761,109040,109970,135042,134276,121042,125374,133596,123357,115541,106349,131126
Asia,Malaysia,Import,Crustaceans,21340,29063,62962,37910,54268,46323,35887,38118,26031,36313,44113,49532,56840,45883,53556,37851
Asia,Malaysia,Import,Fish,282655,304527,369853,329017,248065,326747,365372,361208,320184,324023,321614,271738,309372,365078,354875,317996
Asia,Maldives,Export,Fish,28796,29224,44625,69545,75416,81292,110581,65813,65122,39813,33934,38795,40711,42605,49434,45409
Asia,Maldives,Import,Crustaceans,0,125,145,167,203,174,309,391,381,366,448,528,572,664,776,1025
Asia,Maldives,Import,Fish,0,106,199,95,106,62,129,239,250,206,719,1731,882,980,2164,1470
Asia,Mongolia,Export,Crustaceans,0,0,0,23,0,0,0,0,0,0,0,0,11,0,0,0
Asia,Mongolia,Export,Fish,427,150,263,359,172,392,321,135,54,45,176,210,108,34,61,93
Asia,Mongolia,Import,Crustaceans,0,0,0,0,20,2,0,1,0,10,2,1,6,10,1,4
Asia,Mongolia,Import,Fish,322,482,383,429,201,331,319,643,798,669,936,1287,1927,1312,1303,843
Asia,Myanmar,Export,Crustaceans,44399,52321,63416,76963,80847,75721,98015,85862,61493,43316,35221,41080,41762,47338,51044,44343
Asia,Myanmar,Export,Fish,72210,92302,138251,136036,124616,192808,190056,185056,265965,264511,313894,302202,318797,302364,273666,257910
Asia,Myanmar,Import,Crustaceans,7,14,25,109,112,106,79,124,517,743,1437,1444,1335,987,1871,3115
Asia,Myanmar,Import,Fish,372,78,260,681,835,825,994,1314,1556,1953,3250,4468,5598,8268,6628,13472
Asia,Nepal,Export,Fish,33,25,0,9,41,18,0,0,0,9,0,6,14,8,4,6
Asia,Nepal,Import,Crustaceans,1,23,15,0,5,15,2,4,9,18,0,0,1,8,8,5
Asia,Nepal,Import,Fish,181,152,68,296,269,258,621,994,1793,4092,3545,6924,6626,6171,7467,7603
Asia,Oman,Export,Crustaceans,676,1662,466,408,220,78,66,38,99,145,179,425,113,106,34,206
Asia,Oman,Export,Fish,35009,27805,46210,47707,77869,53974,47826,35632,51940,62823,84798,61644,64302,83741,76608,96414
Asia,Oman,Import,Crustaceans,357,664,463,947,756,747,1121,1856,1761,1936,1187,1708,2172,1893,2046,2011
Asia,Oman,Import,Fish,10722,12137,9182,9340,5346,13475,9503,9939,12932,14021,11975,16721,17982,12854,19597,25463
Asia,Pakistan,Export,Crustaceans,17602,16552,15191,13011,16094,14088,15077,17123,19707,15870,22709,23317,23480,21417,17966,15872
Asia,Pakistan,Export,Fish,60766,61028,67485,79994,86887,82497,113235,104807,111575,111495,94632,110847,116239,116502,127653,114365
Asia,Pakistan,Import,Crustaceans,54,13,14,12,52,65,0,47,1,0,2,0,7,22,20,55
Asia,Pakistan,Import,Fish,38,46,72,354,1003,1434,1850,2206,1589,1375,1096,1688,2378,4208,4290,8587
Asia,"Palestine, Occupied Tr.",Export,Fish,0,0,0,0,0,0,0,102,50,59,19,96,42,85,0,119
Asia,"Palestine, Occupied Tr.",Import,Crustaceans,0,0,0,0,0,0,0,5,2,0,1,2,29,13,8,28
Asia,"Palestine, Occupied Tr.",Import,Fish,0,0,0,0,0,0,0,3792,4234,3578,3605,4207,2273,4098,4521,4678
Asia,Philippines,Export,Crustaceans,26589,27864,23743,25584,21046,18247,18930,16554,13509,15455,17015,23610,20372,20807,29062,24069
Asia,Philippines,Export,Fish,118524,89455,94384,110284,106038,72425,90297,109778,145843,143817,147472,148415,183549,243682,202581,172880
Asia,Philippines,Import,Crustaceans,204,323,1766,2525,1870,1494,1661,2214,2100,1859,2098,2453,3048,2879,4106,2926
Asia,Philippines,Import,Fish,140733,75800,127138,89107,69700,114057,108728,124458,130598,203724,147612,163654,217887,205973,239202,310653
Asia,Qatar,Export,Crustaceans,0,0,0,0,0,0,0,0,0,0,37,21,20,0,0,7
Asia,Qatar,Export,Fish,1509,2187,2269,2260,2319,4962,3143,2496,2450,3246,5749,3860,1579,2001,1753,1632
Asia,Qatar,Import,Crustaceans,176,156,431,479,488,923,1019,1725,2818,3064,4330,2700,2443,2276,2656,4257
Asia,Qatar,Import,Fish,2806,3610,3528,2290,3814,6449,8740,9879,15392,18587,18888,21520,28349,26594,28715,30833
Asia,Saudi Arabia,Export,Crustaceans,573,660,1127,6292,4098,6302,6329,8346,9349,10507,19278,12175,8768,4900,9526,13215
Asia,Saudi Arabia,Export,Fish,1705,1633,1718,2781,4837,7754,8188,8640,10281,12638,13863,19505,16561,19056,24152,20687
Asia,Saudi Arabia,Import,Crustaceans,3897,4642,6964,2821,3227,3845,5430,5723,3813,3759,7965,9760,13864,12602,14061,13466
Asia,Saudi Arabia,Import,Fish,66611,79387,77490,83949,112109,125311,138360,138658,102889,108671,181828,187781,211546,209848,216349,212109
Asia,Singapore,Export,Crustaceans,10522,9473,7581,5576,11086,6765,5783,3704,3477,3981,3636,3485,4032,4570,3822,3973
Asia,Singapore,Export,Fish,84415,70952,56077,57964,60796,69396,68849,60540,53890,45794,50120,41268,38925,32139,24083,30522
Asia,Singapore,Import,Crustaceans,20311,18453,19661,27644,34329,32292,32412,32333,32217,33389,33344,33685,33655,35951,39675,34208
Asia,Singapore,Import,Fish,127029,119562,122503,150568,156938,168130,170125,163477,157420,153234,152268,152803,148246,137345,135621,139075
Asia,Sri Lanka,Export,Crustaceans,5705,4861,4963,6566,4377,3876,3537,3363,2386,3614,3293,3722,2757,3835,4225,3285
Asia,Sri Lanka,Export,Fish,13202,10052,8589,8653,9325,12189,17111,17320,16802,15146,14430,13967,14257,18157,19865,12915
Asia,Sri Lanka,Import,Crustaceans,586,524,385,321,1238,464,430,177,639,345,394,537,618,622,991,941
Asia,Sri Lanka,Import,Fish,79886,76079,74139,74863,65991,76026,77115,86321,75499,74280,81528,82496,70158,77083,77145,117756
Asia,Syrian Arab Republic,Export,Crustaceans,0,0,0,0,0,0,0,0,0,9,0,4,5,4,2,0
Asia,Syrian Arab Republic,Export,Fish,27,2,69,0,1,73,92,216,32,118,71,81,29,21,10,41
Asia,Syrian Arab Republic,Import,Crustaceans,3,1,0,10,0,30,26,52,164,94,163,120,82,68,33,15
Asia,Syrian Arab Republic,Import,Fish,7850,6236,12115,12813,14732,13129,21810,23476,20970,31441,28780,31137,21999,22215,23630,13904
Asia,Taiwan Province of China,Export,Crustaceans,2626,2382,6629,4349,2413,2062,1613,1261,1455,1336,1485,1812,1376,1685,2710,2639
Asia,Taiwan Province of China,Export,Fish,599330,618046,682606,658306,635379,657175,596999,661244,559637,634118,642328,630685,663220,676758,649656,628021
Asia,Taiwan Province of China,Import,Crustaceans,32517,25544,23229,18333,16870,15804,14666,22777,44592,42778,49273,46590,45622,49759,44956,47427
Asia,Taiwan Province of China,Import,Fish,84256,68754,77551,78223,69290,70546,62986,77655,115956,148996,159752,160241,177035,154317,161765,169382
Asia,Tajikistan,Import,Crustaceans,0,0,0,0,0,4,6,2,5,7,16,15,6,5,4,14
Asia,Tajikistan,Import,Fish,75,189,344,576,568,500,1139,1108,1414,1012,941,1670,1866,1712,2175,1855
Asia,Thailand,Export,Crustaceans,269759,275811,229898,254021,259351,304147,366130,376491,375146,402260,441147,405898,361394,220766,175697,179340
Asia,Thailand,Export,Fish,752920,838377,885382,1023426,1000520,1092188,1153738,1197463,1217032,1171639,1187153,1167410,1225595,1147571,1194308,1105444
Asia,Thailand,Import,Crustaceans,28603,35443,42745,40225,35907,36402,30978,26057,29095,25756,26648,34959,31649,30104,30528,33942
Asia,Thailand,Import,Fish,601743,737435,860776,958328,1116726,1304910,1336473,1298110,1417375,1449270,1446704,1509539,1496811,1462148,1397654,1338007
Asia,Timor-Leste,Export,Crustaceans,0,0,0,0,0,0,24,10,27,29,24,26,25,25,15,15
Asia,Timor-Leste,Export,Fish,0,0,0,0,0,1,0,0,0,0,0,0,2,12,0,21
Asia,Timor-Leste,Import,Crustaceans,0,0,0,0,2,0,0,2,1,43,87,63,42,21,47,12
Asia,Timor-Leste,Import,Fish,0,0,0,0,96,98,105,137,209,527,1153,1729,2252,2250,2801,2653
Asia,Turkey,Export,Crustaceans,3885,3850,4840,5148,4946,4583,3320,2963,2656,1880,1853,1684,1278,1199,1206,1427
Asia,Turkey,Export,Fish,25292,17746,21016,22715,28027,34531,36305,42249,49889,50266,50849,62855,71188,93082,107951,113548
Asia,Turkey,Import,Crustaceans,120,14,79,151,426,948,731,819,1025,892,1670,1808,1407,1282,2315,1913
Asia,Turkey,Import,Fish,42345,12056,20235,40028,55385,44186,50969,56446,58679,69425,75516,59959,59225,61669,70458,103098
Asia,Turkmenistan,Export,Crustaceans,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asia,Turkmenistan,Export,Fish,2222,790,592,114,520,142,94,71,78,0,0,0,0,0,0,0
Asia,Turkmenistan,Import,Crustaceans,1,0,0,1,0,0,1,0,8,1,1,2,2,8,48,15
Asia,Turkmenistan,Import,Fish,20,119,139,367,395,659,527,632,917,1080,2118,1530,2363,2257,2391,2603
Asia,United Arab Emirates,Export,Crustaceans,490,600,2006,1899,2128,6557,7645,6525,5436,5109,5438,8724,6375,5791,7013,7532
Asia,United Arab Emirates,Export,Fish,12599,16692,2631,4922,6551,8717,12297,6437,7480,10746,13621,17865,7546,11304,9265,9927
Asia,United Arab Emirates,Import,Crustaceans,13020,16460,15685,12135,11089,8066,11290,19762,19733,21816,23458,23716,32130,32966,43111,36477
Asia,United Arab Emirates,Import,Fish,27802,33655,33751,58137,50960,40990,44018,62831,79109,108797,131528,99248,133583,171461,173914,188892
Asia,Uzbekistan,Export,Fish,0,65,124,48,48,613,621,1081,819,663,1119,613,107,18,21,10
Asia,Uzbekistan,Import,Crustaceans,1,1,25,0,1,2,0,2,21,1,14,17,17,32,32,26
Asia,Uzbekistan,Import,Fish,453,992,881,922,1575,2002,1415,2109,3833,1524,3526,5205,6501,6607,7928,7077
Asia,Viet Nam,Export,Crustaceans,87770,150943,205575,215873,216837,241106,251302,254770,254147,251244,332929,374375,266319,369407,467079,370663
Asia,Viet Nam,Export,Fish,143094,179271,237076,196643,237978,278514,455686,455221,614080,436985,629029,728324,857604,876308,914401,934163
Asia,Viet Nam,Import,Crustaceans,3430,4170,9533,10808,15175,11349,9306,9205,13051,9163,10087,24998,20421,29022,57769,52492
Asia,Viet Nam,Import,Fish,1474,2739,5800,15659,24782,48252,64922,88854,95708,80967,112962,166042,176656,161166,186340,205067
Asia,Yemen,Export,Crustaceans,784,778,1160,1306,3328,2694,5032,859,1027,936,765,556,1122,1167,1365,878
Asia,Yemen,Export,Fish,18698,37019,50067,53050,45266,65213,77101,88600,97621,84019,101021,102562,95793,93116,75374,47141
Asia,Yemen,Import,Crustaceans,0,0,3,52,22,66,31,457,41,50,14,29,83,41,42,53
Asia,Yemen,Import,Fish,3725,3867,3096,4282,3563,6079,9773,8239,11249,9568,14751,13065,18053,15208,13665,10406
Europe,Albania,Export,Crustaceans,10,59,6,8,1,0,10,3,0,122,70,107,88,14,91,189
Europe,Albania,Export,Fish,1534,1795,1971,2561,2693,511,547,300,360,3156,3528,3031,3929,4881,4575,5749
Europe,Albania,Import,Crustaceans,9,5,5,8,5,33,151,146,202,180,315,482,432,407,595,635
Europe,Albania,Import,Fish,4498,5377,6720,7352,7807,7740,7946,7944,8509,9156,7972,8640,7439,8101,8014,9990
Europe,Andorra,Export,Crustaceans,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Europe,Andorra,Export,Fish,0,0,0,0,0,8,0,0,0,2,0,2,1,0,0,5
Europe,Andorra,Import,Crustaceans,332,251,200,190,182,173,181,194,239,206,194,185,171,161,171,378
Europe,Andorra,Import,Fish,1722,1870,1927,1890,2022,2080,2020,1996,1686,1607,1626,1668,1649,1671,1673,1584
Europe,Austria,Export,Crustaceans,11,19,8,20,15,16,186,250,344,328,246,603,795,695,430,472
Europe,Austria,Export,Fish,4311,3062,5673,8240,10740,4158,2821,3964,4749,5445,6674,8401,10083,10029,8981,8787
Europe,Austria,Import,Crustaceans,1767,1988,1747,2196,3393,4464,3801,4160,4102,5101,4963,4887,5130,4814,5345,5594
Europe,Austria,Import,Fish,39814,44228,44874,50707,55150,54011,53492,61022,58835,55833,56676,62169,64231,67072,65798,65420
Europe,Belarus,Export,Crustaceans,522,188,166,301,254,376,339,338,287,751,1176,1876,2163,1813,1633,1483
Europe,Belarus,Export,Fish,13475,10873,9461,13818,17036,20912,28132,33863,38229,22120,24988,30525,36246,49596,57816,54642
Europe,Belarus,Import,Crustaceans,1637,616,648,937,1149,1472,1319,1570,1719,2115,3306,3687,3630,3933,3549,2058
Europe,Belarus,Import,Fish,84179,109113,122330,119605,127768,131849,132597,138024,147239,136158,130910,115490,130596,153123,165338,156394
Europe,Belgium,Export,Crustaceans,25085,26579,31115,41583,45665,50430,60880,62740,65817,56486,56768,61614,50231,48743,47086,43418
Europe,Belgium,Export,Fish,61262,75119,73841,84568,86087,83886,90379,82996,87734,78778,80807,73537,72052,74608,81322,87561
Europe,Belgium,Import,Crustaceans,39965,39868,46761,61680,64652,69668,80857,83687,87091,72444,75543,83064,67983,61641,64644,57351
Europe,Belgium,Import,Fish,139166,148293,146200,163373,166367,165149,172489,167494,178871,165483,168544,165379,163273,166697,181640,179707
Europe,Bosnia and Herzegovina,Export,Crustaceans,16,10,0,0,3,5,5,2,2,0,0,0,1,2,3,2
Europe,Bosnia and Herzegovina,Export,Fish,60,35,155,468,2313,2375,2795,2488,2776,3033,3146,2981,2332,1976,1673,2105
Europe,Bosnia and Herzegovina,Import,Crustaceans,46,42,169,19,43,52,40,45,64,46,42,42,43,40,55,67
Europe,Bosnia and Herzegovina,Import,Fish,4479,5972,6360,8149,12406,13206,11027,11361,11728,11378,10869,9746,9241,9543,10623,10309
Europe,Bulgaria,Export,Crustaceans,0,0,0,0,0,1,0,28,4,11,143,1058,1293,1047,1194,1414
Europe,Bulgaria,Export,Fish,1783,2054,2916,2985,2979,1800,2175,2499,3228,4184,6398,5366,6028,6748,5390,6184
Europe,Bulgaria,Import,Crustaceans,74,64,47,112,119,172,225,315,461,418,415,494,435,1032,1740,2499
Europe,Bulgaria,Import,Fish,16554,18244,17451,22830,23221,24219,29198,22122,29266,28980,27666,26177,26780,28436,27373,29178
Europe,Croatia,Export,Crustaceans,138,123,147,149,185,160,170,150,153,124,119,110,123,162,257,282
Europe,Croatia,Export,Fish,17117,20148,20959,21524,21971,22719,27792,28969,27570,30901,32407,36980,31118,32239,44289,49485
Europe,Croatia,Import,Crustaceans,363,492,463,578,626,673,720,926,1067,892,1150,1113,1435,1194,1312,1435
Europe,Croatia,Import,Fish,20877,35866,49591,50578,31329,46080,43408,37628,43631,34645,31548,27220,22703,20202,19247,22274
Europe,Czechia,Export,Crustaceans,35,59,32,51,26,37,40,102,58,84,74,96,165,355,298,150
Europe,Czechia,Export,Fish,12130,13312,12787,13374,14780,16916,18801,19646,18549,21523,23205,24221,24663,24269,26342,28196
Europe,Czechia,Import,Crustaceans,277,318,349,456,444,492,511,740,795,926,844,1011,1204,1577,2409,2036
Europe,Czechia,Import,Fish,49473,49342,47427,49194,54739,57518,56431,60166,62863,60766,59579,57780,55986,56604,59397,62569
Europe,Denmark,Export,Crustaceans,108531,101313,116350,126947,164205,173056,178423,148301,136458,127694,126480,106894,103671,108059,103413,89902
Europe,Denmark,Export,Fish,637646,650058,649867,662694,661030,572849,550500,549724,585764,596224,593963,553339,588827,651031,676476,678250
Europe,Denmark,Import,Crustaceans,99965,99130,111644,122891,143353,154888,162764,137534,120639,112614,107576,99923,96233,97985,96809,84819
Europe,Denmark,Import,Fish,578474,580996,569124,586158,572902,546761,537693,531771,533654,554290,526485,508371,490286,552690,546460,572690
Europe,Estonia,Export,Crustaceans,9812,1571,1735,2834,2382,3489,7258,9302,9291,7993,15527,12894,10299,6987,5037,4421
Europe,Estonia,Export,Fish,86655,153377,137614,121656,93981,123390,110943,104266,113022,111809,114965,105848,110503,103665,98934,93380
Europe,Estonia,Import,Crustaceans,641,662,945,1889,1926,2710,4395,7256,4891,3739,5057,4314,2420,2586,2848,1773
Europe,Estonia,Import,Fish,50429,60684,55435,52442,34958,34674,31046,38225,47966,36051,33119,37642,57412,55453,51605,42974
Europe,Faroe Islands,Export,Crustaceans,9216,14515,10808,9871,5954,4690,5188,6842,9230,8597,6914,6178,5479,2997,4772,4236
Europe,Faroe Islands,Export,Fish,149818,195159,210749,192765,162454,172224,167338,207937,195085,236238,259319,280249,286859,311955,312230,319717
Europe,Faroe Islands,Import,Crustaceans,94,255,267,32,1538,27,67,71,45,41,49,51,45,42,40,270
Europe,Faroe Islands,Import,Fish,6767,3456,5775,1765,3075,4215,2241,1453,1955,826,1292,1416,6943,8255,10862,20161
Europe,Finland,Export,Crustaceans,27,14,29,32,37,8,15,7,4,22,37,204,7,18,13,6
Europe,Finland,Export,Fish,15851,15770,13528,10359,18789,24636,26130,37998,41647,41916,42963,47415,53123,52890,55877,46283
Europe,Finland,Import,Crustaceans,2593,2973,2639,2859,2922,2835,3139,3500,3319,3500,4101,4109,4135,3823,3462,3036
Europe,Finland,Import,Fish,33228,38630,40150,46105,52755,47015,52393,61249,61329,61723,64678,72229,73242,72276,73909,69958
Europe,France,Export,Crustaceans,16833,16919,14588,19782,21655,23378,22632,23953,19823,18855,20720,16822,17211,18190,18299,18653
Europe,France,Export,Fish,332238,303427,275985,340487,374640,288301,282566,261631,293192,225498,207341,199544,232969,216691,188570,206038
Europe,France,Import,Crustaceans,104052,111858,119147,131915,140925,139788,140350,142710,139884,144655,152046,143950,143489,138733,138051,138074
Europe,France,Import,Fish,631373,679123,679278,688189,728864,736996,745955,730988,731542,747165,757451,766235,751651,763382,755692,758046
Europe,Germany,Export,Crustaceans,19660,12789,16674,20105,22374,19683,23948,25958,21102,20629,25437,29652,29234,29189,27642,27409
Europe,Germany,Export,Fish,387165,426217,433098,410514,459957,460729,476489,609588,623013,536188,623057,579577,621491,662234,690688,698517
Europe,Germany,Import,Crustaceans,33784,34332,29214,33324,36874,43560,47208,57479,55899,62870,68501,67212,65980,59731,63245,59296
Europe,Germany,Import,Fish,700552,727511,716161,708348,702242,742415,775840,797007,816553,786247,810232,860237,833014,815619,866836,850488
Europe,Greece,Export,Crustaceans,509,681,755,738,2705,1842,3406,2510,1620,2495,2137,2434,1614,2476,2671,3289
Europe,Greece,Export,Fish,57284,61048,53442,65650,68402,69073,84895,111048,99575,106194,117585,100752,110396,108821,96368,97038
Europe,Greece,Import,Crustaceans,3111,4222,4340,4819,5261,5115,6140,7392,6807,7932,7827,7067,6625,6644,6907,6436
Europe,Greece,Import,Fish,68318,64449,52842,58466,63935,63924,68369,72209,71203,66158,67076,60588,57546,54625,60744,56818
Europe,Hungary,Export,Crustaceans,0,0,0,0,0,3,0,0,0,0,4,8,14,33,17,23
Europe,Hungary,Export,Fish,3274,3055,2226,2539,1716,4162,1046,852,502,514,2127,3624,3648,3899,4470,6391
Europe,Hungary,Import,Crustaceans,153,178,174,217,142,166,183,163,270,333,365,452,547,492,481,477
Europe,Hungary,Import,Fish,13860,14485,15735,16798,15805,18915,15959,14557,17671,16350,17449,17897,16437,17499,19542,22036
Europe,Iceland,Export,Crustaceans,24900,28260,31899,32200,31292,23434,20742,16372,29705,24745,16339,13693,11413,10165,10581,10510
Europe,Iceland,Export,Fish,291409,310407,337200,355163,429650,453442,442061,411182,432772,416948,464392,484944,528384,562256,497004,409810
Europe,Iceland,Import,Crustaceans,34780,37563,41813,43227,53270,46101,38425,35963,30839,24886,29968,22492,14941,11464,15318,24498
Europe,Iceland,Import,Fish,7845,6160,10091,8580,5282,15004,9803,12452,17909,8245,17137,16580,9718,9281,34271,41143
Europe,Ireland,Export,Crustaceans,12350,13413,14269,14394,13611,13083,12653,16608,13155,12488,13443,13289,15421,13849,16605,17070
Europe,Ireland,Export,Fish,162282,238391,246271,199306,186047,131333,97661,113872,127225,136851,180781,138304,244302,203872,224499,212755
Europe,Ireland,Import,Crustaceans,6099,5937,3904,3893,4851,5724,5464,6979,5117,6906,8614,7495,7204,7010,7858,7980
Europe,Ireland,Import,Fish,18247,28367,59206,22607,20264,23353,26533,32295,29198,40589,64846,41184,95916,63182,58865,58690
Europe,Italy,Export,Crustaceans,4352,4105,4991,3530,3795,3901,4491,3997,3989,4035,4710,4515,4106,4286,3818,3724
Europe,Italy,Export,Fish,91943,84371,84556,80885,87107,94245,102842,97072,90627,93995,91557,82793,78489,85965,90553,97567
Europe,Italy,Import,Crustaceans,68923,78126,69906,77411,81221,87078,97941,100596,93662,95874,101542,101877,90206,89153,96107,94551
Europe,Italy,Import,Fish,431315,458071,464906,491978,505386,519616,533903,542402,535893,550377,561883,573963,557518,563107,599726,613830
Europe,Latvia,Export,Crustaceans,9,3,5,67,228,207,440,477,357,85,223,395,596,532,603,631
Europe,Latvia,Export,Fish,91873,124366,115932,105299,104204,106247,112441,112367,120255,100836,106822,104181,113605,120705,106981,95269
Europe,Latvia,Import,Crustaceans,158,251,290,509,793,729,1251,1546,1249,608,892,1216,1709,2217,1644,1696
Europe,Latvia,Import,Fish,30790,38838,33977,29583,25211,30135,35142,42290,51743,43455,49336,60007,60424,65364,72063,62698
Europe,Lithuania,Export,Crustaceans,2,28,65,54,117,201,184,404,316,240,292,287,297,358,394,532
Europe,Lithuania,Export,Fish,28964,56028,63410,78592,72230,92400,86813,100217,91044,102700,89027,90743,91680,102401,114455,111189
Europe,Lithuania,Import,Crustaceans,162,242,503,530,523,1361,766,1247,1245,821,903,889,949,1090,1240,1394
Europe,Lithuania,Import,Fish,59331,78408,71115,74713,72190,90363,79931,90563,95461,98657,102849,99427,108509,120548,136571,129317
Europe,Luxembourg,Export,Crustaceans,1139,1272,574,477,561,284,74,289,282,211,274,240,189,163,191,150
Europe,Luxembourg,Export,Fish,4886,2903,2402,2029,1461,1137,773,468,751,1027,1406,1252,1056,1034,1001,1142
Europe,Luxembourg,Import,Crustaceans,1999,1972,1060,2130,1505,1150,1152,1298,1246,1313,1707,1740,1833,1614,1616,1580
Europe,Luxembourg,Import,Fish,9743,7684,7367,6287,6113,5805,5815,5650,5730,6025,6816,7182,7983,7912,8286,12748
Europe,"Macedonia, Fmr Yug Rp of",Export,Crustaceans,0,0,0,0,0,0,0,0,0,0,2,3,8,7,8,6
Europe,"Macedonia, Fmr Yug Rp of",Export,Fish,41,23,9,59,59,61,28,195,296,378,300,291,117,127,151,113
Europe,"Macedonia, Fmr Yug Rp of",Import,Crustaceans,23,19,17,16,17,29,28,28,53,36,33,35,31,26,44,37
Europe,"Macedonia, Fmr Yug Rp of",Import,Fish,4921,4620,6129,5953,6865,5909,7299,7752,7174,6951,6560,7120,6242,6598,7504,8047
Europe,Malta,Export,Crustaceans,0,0,5,8,0,1,0,6,19,0,1,0,1,1,0,1
Europe,Malta,Export,Fish,1992,2267,3145,3306,1470,1376,4353,3160,4609,2423,7290,4442,5999,8371,8487,11104
Europe,Malta,Import,Crustaceans,332,325,360,1204,362,803,409,342,276,334,287,263,300,297,298,283
Europe,Malta,Import,Fish,5119,13731,11794,21105,22665,11956,10024,21631,21575,16810,7411,11674,18734,22670,24534,28441
Europe,"Moldova, Republic of",Export,Crustaceans,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Europe,"Moldova, Republic of",Export,Fish,3,19,114,0,0,12,0,0,0,0,0,0,0,0,0,0
Europe,"Moldova, Republic of",Import,Crustaceans,7,9,20,30,61,94,135,178,258,192,264,322,339,230,255,184
Europe,"Moldova, Republic of",Import,Fish,12597,20009,19295,19263,24341,28549,27119,26070,33679,27794,26963,24897,26051,28698,27742,22318
Europe,Montenegro,Export,Crustaceans,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,0
Europe,Montenegro,Export,Fish,0,0,0,0,0,0,267,236,31,236,118,31,2,2,9,1
Europe,Montenegro,Import,Crustaceans,0,0,0,0,0,0,68,105,114,105,108,137,148,160,146,163
Europe,Montenegro,Import,Fish,0,0,0,0,0,0,1986,2587,2395,2545,2507,2411,2252,2533,2405,2564
Europe,Netherlands,Export,Crustaceans,61826,57488,62025,72618,75798,81355,84101,88591,80804,98377,98874,100505,87377,70086,80472,85505
Europe,Netherlands,Export,Fish,545276,587869,630742,711154,844680,905132,792928,762286,669438,613811,687119,618264,711251,704249,903758,893194
Europe,Netherlands,Import,Crustaceans,43996,46737,53606,81764,57148,60056,60285,62432,72630,87568,84998,84119,79031,67180,87075,82438
Europe,Netherlands,Import,Fish,472942,479252,487651,537815,522265,632767,652650,688323,591964,676503,777613,685007,767331,706527,779698,700996
Europe,Norway,Export,Crustaceans,44687,36133,34458,33504,32218,36746,32614,19917,26962,18510,18813,17938,13299,23749,30965,33804
Europe,Norway,Export,Fish,1769324,1689923,1687569,1671594,1590320,1634014,1611695,1866600,2017941,2334702,2441416,2255818,2373215,2300316,2476603,2356433
Europe,Norway,Import,Crustaceans,29387,20493,20638,15869,28528,21298,13979,22999,20809,20349,21184,20841,21394,21082,19072,19520
Europe,Norway,Import,Fish,379505,344638,285949,177275,176348,120819,134949,156223,147773,196966,142680,178394,183327,158249,221227,201101
